pdv,CouponDiscountAmt,CouponDiscountAmt_LAG_1,CouponDiscountAmt_LAG_2,CouponDiscountAmt_LAG_3,CouponDiscountAmt_LAG_4,CouponDiscountAmt_LAG_5,CouponDiscountAmt^2,CouponDiscountAmt_LAG_1_POLY_2,CouponDiscountAmt_LAG_2_POLY_2,CouponDiscountAmt_LAG_3_POLY_2,CouponDiscountAmt_LAG_4_POLY_2,CouponDiscountAmt_LAG_5_POLY_2
CLI0028656,-7.571196522736745e-10,0.0,0.0,0.0,0.0,0.0,-1.5142393045473507e-08,0.0,0.0,0.0,0.0,0.0
CLI0028658,1.552766157230916e-08,-2.6974518159041355e-08,0.0,0.0,0.0,0.0,1.042371937963709e-06,-1.2713090696983573e-06,0.0,0.0,0.0,0.0
CLI0028660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0028682,4.970166549462538e-07,-6.121202075339869e-07,-2.0210827114399423e-07,-1.415051567571725e-07,-1.9618700722123114e-06,-8.905851132297568e-07,9.266869888160687e-06,-1.373037438080615e-05,-2.7154195910121747e-06,-4.488051010924488e-06,-4.2673670491773643e-05,-1.3510406249044217e-05
CLI0028686,3.134832106842673e-06,-8.836130040537557e-07,4.765076822764325e-07,-1.7565055582733177e-07,-1.8606163135282676e-07,1.5699752530516725e-06,0.00018473515324291272,-4.1825772822621e-05,-5.530615738068073e-06,-2.6416689845744726e-05,-1.1395257157622326e-05,5.649541988094725e-05
CLI0028691,0.0006136104719499047,-2.1698769006786114e-05,-8.691988309471386e-05,-5.455886404871979e-05,8.584585155151213e-06,-0.00010068923618158698,0.03192346160975175,-0.0017750050207609204,-0.001852866954842017,-0.0018583918638354522,-0.004711625882283717,-0.007974050675112785
CLI0028696,0.00028946591311380867,2.1597797303814242e-05,-5.4544374165497195e-05,-0.00014628181786280616,-6.0764840565659845e-05,-7.607019418255795e-05,0.015348321392438616,2.146980008522776e-05,-0.0011829014161823925,-0.007303999358498594,-0.0009695548193508407,-0.0017057503770346498
CLI0028706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0028707,1.849044299397389e-06,1.0238818068509627e-06,-1.9032194171317196e-06,3.31915319050994e-07,-2.801735657286588e-08,-1.7297812863623791e-06,0.00013494444725131564,5.603370247003511e-05,-0.00011888244220959375,5.957949971166985e-05,2.1223308688897425e-05,-0.00011547785997967473
CLI0028719,0.0002341209909928197,3.121624387581579e-05,-4.739303049757591e-05,-7.799869193974904e-06,-6.516812357663028e-06,-4.421142861458698e-05,0.014075789379367213,0.0008655728280833443,-0.004151977098893759,0.0017807362123757175,0.0024952145383300766,-0.0011483348773921437
CLI0028724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0028726,2.386885955412594e-08,-6.948275666563603e-08,0.0,0.0,0.0,0.0,2.5482394058987986e-06,-4.478163455177833e-06,0.0,0.0,0.0,0.0
CLI0028733,2.0665152631468137e-06,-1.1849565217007107e-07,4.696245385770985e-09,-3.7311714229115085e-08,1.0382653158290813e-07,-6.692988713666517e-07,0.00016066436825811395,-2.0672451532572354e-05,-1.5693759972384116e-08,-6.85395928846695e-06,9.341420485126274e-06,-5.659941453089186e-05
CLI0028741,0.000997830386913784,-0.0005561768035293889,0.0001040217991986805,0.00014728270508549237,-0.00024613870102927057,-0.00034296070383882095,0.026749945698754114,-0.0043811535100847865,-0.007783993700273193,-0.001044433864770226,-0.013706148144207914,-0.0007163889707394004
CLI0028749,9.404206617345586e-07,-1.0782459935963268e-06,-5.659142253981386e-07,-1.7811037160648456e-07,3.5069176639504216e-07,0.0,6.795534369145092e-05,-6.074761896348908e-05,-2.9721814272417623e-05,-1.6486591319607094e-05,2.176042383828662e-05,0.0
CLI0028764,0.00312259834968241,-0.0006594714714844477,-0.0003161052377357277,-0.0003056587730212172,9.578981443497604e-05,-0.0003524445146901121,0.041059626343739955,-0.006235553251030269,0.0009459780010920788,-0.006269182097069646,0.00019928046174963032,-0.004448905261900041
CLI0028792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0028796,3.5433662304505184e-08,1.589815435425392e-07,-8.714997635992717e-08,7.8115835154863e-08,-1.2489789491470648e-08,-4.615105038397529e-08,4.154432419250792e-06,1.0785777803363521e-05,-6.328085068803358e-06,6.627871809680982e-06,-9.367342118603047e-07,-3.461328778798146e-06
CLI0028835,1.3558407178037796e-06,-7.82453084522863e-09,4.3318185894007495e-07,1.104841856322107e-06,3.791615412139776e-07,-2.512870727558858e-07,0.00010507171546984332,2.4093262693561986e-05,3.419574642660956e-05,6.105649076187018e-05,2.6665471754108508e-05,4.793424422940694e-06
CLI0028850,1.1314794469523137e-06,2.2893848250685042e-07,4.352275019720333e-07,9.348690627683549e-07,1.780210973201547e-07,8.197198608831496e-07,6.65967029621441e-05,1.171297814745073e-06,1.580245952321248e-05,3.77837258796373e-05,1.278744370142074e-05,5.191775019280078e-05
CLI0028858,7.259417421973079e-08,-8.369972505747285e-08,-3.450238559193815e-09,-1.1249689856197259e-07,-2.018917907966506e-08,-8.959733012674994e-09,4.824851015130816e-06,-6.306206666834699e-06,-3.540577238634492e-08,-9.693800137581448e-06,-3.1933655760704136e-07,-1.7919466025349988e-07
CLI0028859,-1.911429260240779e-07,-2.7671675557345777e-08,-1.5945570492330893e-07,-2.1774560382714804e-08,-1.9822993387133842e-07,-2.1791600699668723e-07,-1.3251190834805685e-05,-1.6562919340947464e-06,-7.690689874848304e-06,-1.088293080624517e-06,-1.5380593967793995e-05,-1.170297832719787e-05
CLI0028861,7.972067894946835e-07,4.742144670711837e-07,-3.2664603168558125e-07,0.0,0.0,0.0,3.4324246595266835e-05,5.404393377726553e-06,-7.48346053691976e-06,0.0,0.0,0.0
CLI0028867,2.686283093560007e-06,-1.2959564535107707e-06,-2.365856985165547e-06,-1.6875543931795729e-06,-6.034907782976293e-07,8.557367709809196e-07,9.842233944864061e-05,-2.6124859220692387e-05,-7.9379786397012e-05,-7.030096804972952e-05,-2.031812578658576e-05,2.539455035457247e-05
CLI0028869,1.3209101116376876e-06,-6.289531007828507e-07,1.333151599321361e-07,-1.7275282589495133e-07,-1.0242025839604981e-07,-1.0918601983168227e-07,9.326854601565576e-05,-2.4518467998511287e-05,2.5372197201132736e-05,-2.355911573063421e-06,-7.044707949395445e-08,-6.908016890555524e-06
CLI0028870,8.230761117314288e-07,3.994525605298047e-07,-7.025981206844436e-07,-2.1274974084140834e-08,-1.0934262926581549e-07,-5.972859688811644e-08,1.6912191917209098e-05,1.1489573801591112e-05,-1.5762073015545252e-05,7.565785798573798e-06,2.653400523263944e-06,-1.8193031876644079e-06
CLI0028910,0.0012358527156808622,-0.000539421369767854,6.4112527401418475e-06,1.0682580790920054e-05,-4.8283491931957394e-05,-0.0001189179533948219,0.03456433646708468,-0.00032227297879346833,-0.007636117569102995,-0.002793888139888269,-0.001691846638299362,0.0001890537121191655
CLI0028914,2.2082845686390174e-06,-3.214185615066125e-07,5.679285110632565e-07,3.1300317258591564e-07,-3.085861432389459e-07,-5.397382813391456e-07,0.00018271226253469415,-1.519942015024132e-05,5.026836313376614e-05,4.3644080559122176e-05,-3.483009594646658e-05,-6.108901165132553e-05
CLI0028922,-1.7628709165066507e-07,5.623312038767103e-07,-2.980141582916866e-07,0.0,0.0,0.0,-1.1575899875640973e-05,2.4007227689706528e-05,-1.1551028274721982e-05,0.0,0.0,0.0
CLI0028926,0.0005193287517452497,-2.8183561708299e-05,-1.962001428432556e-05,3.89504784915756e-05,0.00011119259231449833,-9.381971058130777e-05,0.027087571606107277,-0.0013419419334307955,-0.0072509659089716625,0.0001668001041644756,0.001504113276866503,-0.006129914066067857
CLI0028927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0028929,6.413596823981533e-08,1.499074131967626e-07,-5.018131060664649e-07,-6.262958193090093e-07,-2.482020735664786e-07,-1.5140138880808748e-07,-3.8202219085799454e-07,-1.561860735678181e-06,-3.826923418542359e-05,-4.46032370712172e-05,-1.2303383947624212e-05,-1.2205490760684131e-05
CLI0028932,1.2705032047952645e-06,-8.741158167105588e-07,2.1862564291107495e-07,-3.9734045322504536e-07,3.893532387321681e-07,-1.2048507892296802e-06,3.84200166208849e-05,-2.6433262096760408e-05,6.611239392699378e-06,-1.2015575215024418e-05,1.1774041851234061e-05,-3.643468758864984e-05
CLI0028956,5.4449440168805264e-08,2.5278065377494474e-08,0.0,0.0,0.0,0.0,2.567106021462911e-06,1.2072803599619866e-06,0.0,0.0,0.0,0.0
CLI0028984,1.0682535184681434e-06,2.5622849307719133e-07,-3.0158545348504986e-08,-6.497460324508227e-07,3.267244839100788e-07,3.873296259260544e-08,6.615821242714716e-05,2.335323190908738e-05,-4.1718075059894446e-07,-3.148866731685112e-05,4.873673723371902e-06,1.0734926389036297e-06
CLI0029005,1.328283361391419e-07,-3.267511010992344e-08,-6.058896908630966e-08,1.2667499213308976e-08,3.70599382144348e-08,-3.722828399286697e-09,9.755872692193086e-06,-1.599530360377912e-06,-3.300617801992586e-06,2.2265020329773163e-06,3.174386147226829e-06,-3.1330589275156663e-07
CLI0029020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029041,2.825719551827254e-06,-8.56593075068023e-07,-5.871067696049692e-08,-1.2002389113393128e-07,-9.946733784847605e-07,-7.417016297649601e-07,0.00019564808127024624,-5.717420473411321e-05,1.876704807979153e-05,-9.696574799813815e-06,-4.7250236732030595e-05,-5.981013706220476e-05
CLI0037584,2.0334027557285646e-06,-1.1872398693006272e-06,-7.968731766089481e-07,-4.1087061801389657e-07,-1.426796553915087e-07,-1.2820812421257665e-06,0.00014666610932578114,-6.160174637338974e-05,-6.59591512827787e-05,-1.8694613119632295e-05,-5.811342298463508e-06,-5.3803992227753424e-05
CLI0043036,3.3071343553656593e-06,1.1355659890232955e-06,9.148169936066043e-07,-4.48130943757665e-07,-8.098331799703922e-07,-1.1320729852064608e-06,0.0001948270384362974,7.56789812676346e-05,3.756511470200386e-05,-2.0631447062629222e-05,-6.770083765226136e-05,-7.247563117107946e-05
CLI0043046,-1.2903254833171381e-07,3.644024324230218e-08,-3.504019854109421e-07,2.2208913779035368e-07,-1.6834552048875802e-07,-1.5534479720363053e-07,-2.0900688687483763e-06,2.8189537477577612e-06,-2.0119246565266293e-05,1.098402070215921e-05,-7.279840282827947e-06,-1.1152138602679392e-05
CLI0043049,-3.4750467751889975e-08,-2.3660458959095568e-07,-4.2097716385664887e-07,-3.3258928387906666e-07,-4.537455163847371e-07,-2.7421168608659085e-07,5.16831308240526e-06,-3.2462230318431185e-06,-8.663458676304872e-06,-1.0381030610790749e-05,-1.852832305705871e-05,-1.0070392003752941e-05
CLI0043050,-3.352635066019757e-07,2.5330447435401774e-07,3.1247261501460004e-07,0.0,0.0,0.0,-4.190954434662514e-06,4.0771257053905346e-06,3.0653564845317245e-06,0.0,0.0,0.0
CLI0043051,1.1816513813766339e-07,8.871217580534456e-08,6.999072866710487e-08,1.6851276839071854e-07,0.0,0.0,9.063706441155166e-06,5.608537116657335e-06,3.2271514293442428e-06,1.2638457629303889e-05,0.0,0.0
CLI0043076,0.000676667698794157,0.005287003304898837,-1.1009211428423492e-15,-0.00024754537594787277,2.0364286732071934e-05,4.790542760264387e-05,0.04244059889155676,0.33160085373213044,5.080489115042391e-19,-0.015526046278437339,0.0012772480905277395,0.0030046284770612326
CLI0043080,5.621670062048746e-07,8.193778025233799e-26,-7.206297625103939e-27,-3.9004393325463686e-26,5.72460297160783e-26,-1.7301756470964128e-26,4.596839420851275e-05,-2.2136817670967916e-26,1.8970201559749756e-26,8.683477249093728e-27,2.059097635678053e-25,1.432690205328952e-26
CLI0043098,-1.7512461363880194e-07,-9.39251049775126e-08,-4.040816258033126e-08,-1.517988926305534e-08,-1.3753682511530502e-24,-5.411592769232159e-24,-1.8975724274992974e-06,-9.213389069585208e-07,-4.360339730414104e-07,-1.323686384263459e-07,1.1280638038116521e-23,3.269392998627351e-24
CLI0043105,2.256228927505961e-06,2.5592166088548567e-07,-2.6357844111483744e-07,1.3776937997908493e-07,-6.029992681361763e-07,-1.1310199937178809e-07,8.266629170365016e-05,1.538073322752945e-05,-1.4549219324651655e-05,1.0755244989324828e-05,-2.3829965124725783e-05,-3.5560066939925794e-06
CLI0043113,1.7723594865723217e-07,7.827003196294382e-07,0.0,0.0,0.0,0.0,2.8056451383156006e-06,5.564999377447147e-06,0.0,0.0,0.0,0.0
CLI0043116,3.496327375004827e-06,4.468948111768413e-07,-4.172337580097654e-07,3.948673506458035e-07,-2.2025670352569463e-07,-1.291761240954984e-06,6.992705561072834e-05,4.234574604383621e-06,-8.446144474000038e-06,9.758169742650095e-06,-1.4294659554429733e-06,-1.3604829235387083e-05
CLI0043121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0043127,8.539928972327973e-07,9.979976639229736e-07,-8.264401927759936e-07,-3.3854529356856287e-07,4.543906791410494e-07,-3.796377346927877e-08,6.0254195903578634e-05,5.957445981494442e-05,-4.22190636160958e-05,-6.146626130807776e-06,2.716568661880873e-05,-6.246799286982358e-06
CLI0043139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0043144,1.1662852838040399e-07,2.895739240888444e-07,-3.848899560084971e-08,-2.0042272859085745e-07,-2.315948209391859e-07,8.199784470889055e-23,3.791593261711186e-06,9.414047785644165e-06,-1.2512771823218118e-06,-6.515742569777086e-06,-7.529147239654975e-06,-9.714663342418921e-23
CLI0043150,1.2801877340259671e-08,1.2612822409688863e-21,-9.088223503772567e-08,-2.305016979464157e-08,-9.910050159372109e-08,4.5207721959222386e-08,6.400938670082961e-07,-1.3346019810060985e-22,-4.544111751898999e-06,-1.1525084897287875e-06,-4.955025079698843e-06,2.2603860979603683e-06
CLI0043157,1.1782729383937648e-06,4.4446442151250024e-07,-3.688976719742791e-07,-3.946095473768476e-07,-4.372833308394145e-07,-1.457567904300997e-07,7.494380464795401e-05,2.5823352025654466e-05,-2.9379048046701266e-05,-2.640538860691033e-05,-2.6993985832976285e-05,-1.5332410170630203e-05
CLI0043167,4.971760870178864e-07,2.870601893347748e-07,1.324547407864054e-07,1.873529110916447e-07,-2.3808444006112442e-07,-3.0375545047621296e-07,1.6529344877280035e-05,1.458478193400174e-05,2.3693623197233864e-06,7.152586755316278e-06,-4.886531073489969e-06,-1.200619257118155e-05
CLI0043171,7.258378223271551e-09,0.0,0.0,0.0,0.0,0.0,2.443170099065604e-07,0.0,0.0,0.0,0.0,0.0
CLI0043198,9.535762843399184e-07,5.60620848730492e-07,1.5448972608273348e-07,6.4871411895429e-25,1.1139998966249066e-23,-1.3140651392639821e-23,4.1410060714070976e-05,2.3128815966411815e-05,6.467801367181997e-06,1.9393506365253802e-23,6.092061490921568e-23,-2.4658538839017312e-23
CLI0043213,9.820775130926855e-32,2.031750452377677e-31,4.269477886894891e-32,-1.1498369845749683e-31,5.367709106808953e-32,-3.1348532106639045e-32,-9.63244633276513e-33,3.2888671363006535e-33,-1.6885709898695914e-34,2.8864397009232215e-33,6.338990516266821e-34,-5.18912353715127e-34
CLI0043225,0.00017837653482424262,1.9965503121336616e-06,-4.8712010946935934e-05,-3.3098400652881335e-07,5.649339094615929e-05,2.561685630950264e-05,0.015558803018526276,0.0012067432318769115,-0.0038894770419648584,0.0005416897103034193,0.0028711449384100952,0.002086575342022251
CLI0043243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0043256,-1.0337214122602377e-07,-2.783126474996583e-07,0.0,0.0,0.0,0.0,-7.349759379688958e-07,-1.9788029610164655e-06,0.0,0.0,0.0,0.0
CLI0043264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0043273,0.00030952742160961433,1.7718360621894443e-06,4.849600095308188e-05,2.613118418200004e-05,-4.49218889503294e-05,5.086868393640334e-06,0.027996165730316273,0.004656121959071733,-0.0002881647591983765,0.0024340119538893996,4.1471022697054695e-05,0.0038525889957391818
CLI0043274,9.853001830947364e-07,-1.1071401548159895e-06,-9.072750388590145e-07,8.005669428185673e-07,3.1572087073307377e-07,-7.389824337939756e-07,7.660377085639289e-05,-8.329462168303229e-05,-8.594185438727434e-05,6.812083708428202e-05,3.2743711175550864e-05,-4.347898519407829e-05
CLI0043282,-7.034094791284569e-07,-4.023868687582407e-06,-2.7670559881779592e-06,0.0,0.0,0.0,-3.140081124381379e-05,-0.0001204636751202217,-5.6281919214598094e-05,0.0,0.0,0.0
CLI0043292,1.3458954801745424e-06,1.0158804141966465e-06,-7.236272198961042e-08,-4.921705731594929e-07,-8.990203144585256e-07,-4.129234875331131e-07,7.527770202929786e-05,4.514434093957887e-05,-1.4327897814407334e-05,-2.5647628967666642e-05,-5.6569329957972044e-05,-2.043841831186196e-05
CLI0043317,2.2175044270282943e-07,2.3173314914479325e-07,3.161647969037473e-07,5.916872655367865e-07,6.108175632162935e-08,-2.0472432762812215e-07,1.4623252611154182e-05,1.5857330403518368e-05,1.3922986311777385e-05,4.1539126694209496e-05,-2.242271655735848e-06,-1.5728611794001923e-05
CLI0043319,2.596235134141245e-06,-1.895800915890294e-07,-4.3057211425291283e-07,1.4041851402439035e-06,-1.5090632445662373e-07,0.0,0.0002307519000120893,-2.331592948793849e-05,-6.0355812643102334e-05,0.00011552035635734113,-1.2098159755528944e-05,0.0
CLI0043362,-1.0746449477592549e-08,-8.294984673216606e-09,-1.3178629791767084e-08,0.0,0.0,0.0,-1.8731061772583748e-07,-1.4458158542561068e-07,-2.297035213558756e-07,0.0,0.0,0.0
CLI0043370,5.712733389105849e-08,0.0,0.0,0.0,0.0,0.0,1.4938797595427958e-06,0.0,0.0,0.0,0.0,0.0
CLI0043486,6.296107386898075e-07,2.156259730409831e-07,0.0,0.0,0.0,0.0,5.8330879523529764e-05,4.202550164974787e-06,0.0,0.0,0.0,0.0
CLI0043504,-2.3463573122860383e-07,7.594001768198134e-08,-2.102947693851646e-07,-2.0746278531229136e-07,-1.1478448476758116e-07,3.7061048828778064e-07,-1.5556349247941167e-06,4.974323201199636e-07,-1.2197725316037267e-06,-1.3201354775253052e-06,-9.033624584373374e-07,2.2459275550061504e-06
CLI0043573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0043857,1.6101642403222187e-07,7.08882292861991e-10,-1.6101642403222187e-07,-4.166563918593101e-08,0.0,0.0,1.207623180241664e-05,5.3166171964645986e-08,-1.207623180241664e-05,-3.124922938944825e-06,0.0,0.0
CLI0029062,5.763953097226029e-07,3.6222340755798337e-07,-6.736957009456768e-07,1.8983487158667878e-08,1.3022485627104967e-08,0.0,3.0261884411329352e-05,5.212857044209746e-06,-1.9316868708197644e-05,6.396864032196804e-07,3.7205241032941975e-07,0.0
CLI0029075,2.136737243117567e-06,-2.299609081461923e-06,-6.544024750995823e-08,-2.398733692570857e-07,6.004910152207754e-07,-5.007033840189043e-07,9.871628059234714e-05,-6.89797385791185e-05,-7.589121738980148e-06,-7.892452858116649e-08,1.812062838287415e-05,-9.256298420356966e-06
CLI0029079,1.4982286384944178e-06,-6.554919014143264e-07,3.691399748266691e-07,3.161669698680462e-07,-1.4469632073121557e-06,3.922592869367422e-07,3.1668929478778045e-05,-1.2651025891453936e-05,4.142366551583841e-06,7.249356111959072e-06,-2.8443589811314564e-05,9.122151085919417e-06
CLI0029112,0.0026273570164867008,-0.00018594854330881928,0.00023556232812393485,-0.00022890683889735246,0.00039491277761180327,-0.00011338416671174281,0.05169895162706738,-0.005881400873926088,-0.0036403580126899275,-0.0024871511867521254,-0.0033162940992304915,-0.005145776966406732
CLI0029117,1.0516173252124348e-07,-3.2367270095599043e-07,5.761448093924118e-07,-2.0770292527317986e-08,8.913310724292526e-08,-2.0346640945356804e-07,3.7931078174331803e-06,-1.5892763403097488e-05,3.882129959226838e-05,-1.407756502340621e-06,5.370173120112934e-06,-9.615299844471221e-06
CLI0029120,-1.967746535876168e-07,5.810450765790374e-07,1.8537340223096087e-07,-2.1666269356287987e-07,-1.623531658766053e-07,1.743403188785552e-07,-1.3641738861774698e-06,6.1273686419880055e-06,1.848037301298361e-06,-2.166165953810321e-06,-1.630425249938205e-06,1.3634803854994187e-06
CLI0029126,8.553271337754486e-07,-5.8694076370596304e-08,-5.518946007290137e-07,-4.684167298581989e-07,2.1047940038285398e-08,4.8912281063637633e-08,1.8439561895991095e-05,-4.689835422254003e-06,-1.7108980308193246e-05,-6.308270457496327e-06,6.069102990906902e-06,2.8940580386634754e-06
CLI0029147,-9.618323318279301e-08,1.538815983016006e-23,-6.373398199831661e-24,-1.4061712129420025e-07,-2.4748005835947772e-24,1.2731117310862876e-24,-4.602367560674973e-06,-1.7701234644332355e-23,-1.0444509434332411e-23,-6.728529038753193e-06,-9.073982449516617e-24,-3.676789196743856e-24
CLI0029152,-1.6975704533918827e-06,9.119569784381197e-07,-3.8537853698433536e-07,4.0458302014626717e-07,-3.1376026474376494e-07,-4.6793967061995804e-07,-8.017955998148364e-06,5.052462153563224e-06,-2.2432622519949467e-06,2.1645102399988104e-06,-2.891788662489273e-06,-2.1857953265356853e-06
CLI0029156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029166,3.5931284202582386e-07,9.59490775860201e-07,-3.198384560258309e-08,1.943733648927931e-07,9.482986305137649e-07,-2.1828409697948172e-07,3.680446543597757e-05,7.449656889389712e-05,4.431503931169661e-06,1.8203617971080312e-05,6.324910362307223e-05,-1.7435535275061697e-05
CLI0029178,4.245934818464942e-07,7.674436912736169e-07,-8.166929518671024e-07,8.048615004763529e-09,-5.497847594766309e-08,1.1305076517416304e-07,2.749110676285844e-05,2.8264853203829493e-05,-2.9986002264052587e-05,-3.7811667451393313e-06,9.232078141657327e-07,3.9218465884369185e-06
CLI0029184,2.918704169353095e-07,-2.571693169148088e-07,-2.4213643102212185e-07,9.48115449415787e-08,3.3534793829316576e-07,3.047620408699869e-08,2.036693942320842e-05,-1.229644053382689e-05,-1.013032458113746e-05,1.5082971743455924e-05,3.138742282774412e-05,-8.685433470983448e-08
CLI0029209,0.002339912419664061,-0.001455577594539485,0.00019956108729880892,-0.00015145452783813006,-0.0005032324215680524,0.0003182384582321123,0.0513169006675391,-0.02796227379008425,0.003016908438938105,-0.014147679692869591,-0.007586665044506384,0.024711681664782548
CLI0029213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029229,7.316247271814103e-07,-4.1080838499222125e-07,2.3501997990349227e-07,-6.918885802215724e-07,1.5950656586665998e-07,-3.414726418333074e-07,5.580470840848748e-05,-2.6917573475260592e-05,1.072630454965415e-05,-4.8444433821626326e-05,5.604633542174672e-06,-1.756905483640558e-05
CLI0029240,2.0405418833021782e-08,3.1058960883085836e-07,-1.88532892660457e-07,0.0,0.0,0.0,5.599492430790171e-07,7.030483783134943e-06,-4.089278541727746e-06,0.0,0.0,0.0
CLI0029258,2.0911426858983332e-07,2.568147868113286e-07,-1.8019525406682254e-07,1.478352531009882e-07,-2.2523436339107269e-07,-5.5551107306768794e-09,1.630093907404703e-05,2.1711176246956468e-05,-5.534606976603509e-06,1.428026597570274e-05,-1.3378726761568699e-05,-1.0697425371072226e-05
CLI0029259,4.530672827876263e-06,-8.583961702806999e-07,-9.843476180096128e-07,2.498467322967036e-06,1.0549178474965429e-06,-2.721815257263442e-06,0.00020108186847175088,-2.009267643791788e-05,-3.260836623221459e-05,9.120831059842545e-05,3.605074314131934e-05,-0.00013832722241241161
CLI0029281,0.00032718236009093285,-0.00010871777953683245,4.834864672377995e-05,7.52352507279075e-05,-4.296858175704477e-05,0.00011670680878863851,0.023505048102589486,-0.005805718582536977,-0.002485893684229924,0.00216735414343371,-0.007651725950325152,-0.002018213586571183
CLI0029285,-2.0084770487211654e-08,1.3575490265283398e-08,8.028820542307275e-09,0.0,0.0,0.0,-4.5159872178791805e-07,4.6731069616899134e-07,1.9148737298498044e-07,0.0,0.0,0.0
CLI0029291,1.3665193558056996e-06,4.5749232341228763e-07,3.9163613455995525e-07,6.024794741611325e-07,-1.1775972038980047e-07,-4.67324986308748e-07,8.775752456492446e-05,3.080921094620322e-05,5.061173292923037e-06,2.9579597974413383e-05,-6.613878837292529e-06,-2.7938742379864406e-05
CLI0029292,1.5755673380215439e-07,-2.5206182951600396e-07,-1.736711499359203e-07,-1.856773688342187e-07,-1.6010571876916988e-26,-6.1324238418446925e-24,8.948758523617414e-06,-1.117869292180425e-05,-7.1821301929558585e-06,-8.890232618458409e-06,-1.1314875706326934e-23,3.867413345938039e-25
CLI0029298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029311,-1.7255720261021476e-07,-1.9086065258073255e-07,2.6971812093511444e-07,-7.378002968543866e-08,0.0,0.0,-1.4885139212421892e-06,-3.433522926173152e-06,4.016641060750102e-06,-1.0557922557862406e-06,0.0,0.0
CLI0029325,-1.2965587182218905e-08,1.4099163397315103e-08,3.5593780310409296e-08,1.4099163397315103e-08,1.5422812886846995e-08,0.0,-2.349738630884298e-07,2.8198326794630207e-07,7.118756062081859e-07,2.8198326794630207e-07,3.0845625773694034e-07,0.0
CLI0029343,6.3835019494574945e-06,0.0,0.0,0.0,0.0,0.0,0.0001375644621593475,0.0,0.0,0.0,0.0,0.0
CLI0029349,1.3927858483246816e-06,5.791538306137766e-08,-2.280999740543655e-07,4.6653495237394175e-07,1.778375934081632e-07,5.979220495364997e-07,7.756868019605466e-05,2.6377049968481767e-05,-2.755809032694631e-05,2.7671409122206524e-05,8.276935281270258e-06,3.7428422412729396e-05
CLI0029350,1.9025251163772435e-06,2.5574718179741872e-09,9.051996161198086e-07,4.2810293151350866e-07,6.992149404932197e-07,9.480360937755226e-07,0.0001590563794396741,4.905955525906298e-06,5.923927219591517e-05,4.834280273230195e-05,4.676850355037632e-05,4.0832510039702535e-05
CLI0029352,1.8609030550671259e-06,-1.5709065207887202e-07,-5.839529843611929e-07,5.214519312853704e-07,2.2338749964933898e-07,-1.6029481088772803e-07,0.0001388317281946947,-1.451648871332064e-05,-3.141898283108345e-05,2.557807519024435e-05,1.2478713669824285e-05,-6.364680111067834e-06
CLI0029355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLI0029361,-2.052781208384483e-10,0.0,0.0,0.0,2.6557536312923302e-09,0.0,-5.741628898209434e-09,0.0,0.0,0.0,1.370899996056554e-07,0.0
CLI0029373,9.618642881817357e-08,-4.239412739234639e-07,0.0,0.0,0.0,0.0,9.426270024181005e-06,-2.3431234404762846e-05,0.0,0.0,0.0,0.0
CLI0029377,1.5124420781138887e-06,-7.241212721869206e-07,-9.414844817907321e-08,-1.1056634621683847e-07,1.559079750353086e-07,-4.249119301820135e-07,3.483476219748404e-05,-1.373812175694807e-05,-3.072255909996365e-06,2.6139329602096845e-06,5.203497582369929e-06,-5.535775539724112e-06
