PC1,PC2,pdv
-0.06575829294985402,-0.24239173530277935,CLI0026191
-0.0750205252537126,-0.24245444614439976,CLI0026195
-0.06425863784038009,-0.23930474320873804,CLI0026200
-0.06330054672009015,-0.2412846323113223,CLI0026203
-0.06481545975931101,-0.23967674735845043,CLI0026205
-0.05315283854619577,-0.20690605934771364,CLI0026206
-0.06749566527279376,-0.2450267071631477,CLI0026210
1.7625094086212327,3.3710994179137774,CLI0026213
-0.06575829294985402,-0.24239173530277935,CLI0026215
-0.06653683626232967,-0.23952139773268202,CLI0026249
-0.06769277914569233,-0.24267311595878938,CLI0026260
-0.06592879317253951,-0.2440083419485334,CLI0026261
-0.06618941006301088,-0.2409032992112951,CLI0026270
-0.06575829294985407,-0.2423917353027792,CLI0026278
-0.06574307706409852,-0.24245233774652822,CLI0026281
-0.06399535579391163,-0.23660480427534303,CLI0026286
-0.06578608127513216,-0.24227262541474448,CLI0026315
-0.06071709660067259,-0.22461438942752832,CLI0026318
-0.06575829294985402,-0.24239173530277935,CLI0026320
-0.3270893326841662,1.7101777994328917,CLI0026327
-0.06575829294985402,-0.24239173530277935,CLI0026332
-0.06575829294985402,-0.24239173530277935,CLI0026333
-0.060142795498785685,-0.24629766292151667,CLI0026337
-0.06612967744150208,-0.24204082989233935,CLI0026339
-0.06740601458759643,-0.24293934558041408,CLI0026340
-0.056741454268211595,-0.2376491130450454,CLI0026342
-0.06628279475505455,-0.23768427870257083,CLI0026346
-0.06575829294985402,-0.24239173530277935,CLI0026349
-0.06175422011522174,-0.23938950983819415,CLI0026350
-0.06575829294985402,-0.24239173530277935,CLI0026363
-0.06567461699448493,-0.24209496591204502,CLI0026364
-0.0657658127803629,-0.24241293766694463,CLI0026372
-0.0633528431122816,-0.24521406720516,CLI0026373
-0.06548664665524866,-0.24112553808709217,CLI0026375
-0.06274204618792904,-0.23715766886578332,CLI0026376
-0.06575829294985402,-0.24239173530277935,CLI0026377
-0.05752843558875132,-0.22544792194013952,CLI0026378
-0.061601979627541166,-0.22327452897936195,CLI0026381
-0.06420626839743566,-0.24559391775269918,CLI0026385
-0.05615278490812591,-0.2234104374040624,CLI0026399
-0.0658314231786792,-0.24194404364691685,CLI0026400
-0.40627475553961484,2.209565940013079,CLI0026411
-0.06642244549645625,-0.23764866065272264,CLI0026418
-0.06575829294985402,-0.24239173530277935,CLI0026419
-0.060203100732567544,-0.24396072392188314,CLI0026423
-0.06572520073801509,-0.23493590032141815,CLI0026424
-0.06575829294985402,-0.24239173530277935,CLI0026428
-0.06607373297606434,-0.24164264900534427,CLI0026469
-0.06575829294985402,-0.24239173530277935,CLI0026477
-0.06575829294985402,-0.24239173530277935,CLI0026493
-0.06575829294985402,-0.24239173530277935,CLI0026497
0.07402076866900142,3.5080603368865853,CLI0026498
-0.0808597371234272,-0.2585445247754633,CLI0026508
-0.06619318764105872,-0.23942471234872817,CLI0026511
-0.0653264760506149,-0.2391371808942119,CLI0026532
-0.06304343518588319,-0.23514333929162837,CLI0026536
-0.061048301922994014,-0.19244711325854033,CLI0026538
-0.06380390866945068,-0.23367541299478095,CLI0026539
-0.06323664843085565,-0.24251980214802185,CLI0026549
